Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
10/21/2010,CoffsHarbour,15,22.6,0,nan,9.2,NE,37,SE,NE,11,26,58,56,1025.9,1022.3,1,1,21,21.6,No,0,No
10/22/2010,CoffsHarbour,14.3,23.4,0,4.8,8.7,NE,48,N,NE,13,35,58,56,1022.5,1019.1,2,1,21.2,22.1,No,0,No
10/23/2010,CoffsHarbour,13.5,23.3,0,6.2,11.9,NE,37,N,NE,15,26,60,66,1019.3,1016.4,0,1,21.6,22.6,No,0,No
10/24/2010,CoffsHarbour,14.8,22.7,0,4.4,7.4,SW,39,SW,E,26,13,68,70,1017.8,1014.9,3,7,21.2,21.7,No,27.6,Yes
10/25/2010,CoffsHarbour,15.4,20.6,27.6,3,6.2,SSW,33,SW,SSE,13,20,94,73,1018.4,1016.8,8,4,16.1,20,Yes,10.4,Yes
10/26/2010,CoffsHarbour,14.6,22.3,10.4,3.4,5.8,NE,35,SW,ENE,7,17,72,75,1019,1016.9,7,5,19.8,21.4,Yes,0,No
10/27/2010,CoffsHarbour,15.1,25,0,2,11.3,NNE,41,SSE,NNE,7,28,75,63,1016.8,1013.7,1,1,21,24.4,No,0,No
10/28/2010,CoffsHarbour,17.2,22.8,0,4.4,6.3,S,33,SSW,SSE,20,15,74,66,1018.8,1017.5,6,1,20.8,22,No,18.8,Yes
10/29/2010,CoffsHarbour,15.9,23.5,18.8,5.2,9.8,E,28,SW,E,9,19,71,67,1019.5,1016.9,1,1,20.8,23.4,Yes,0,No
10/30/2010,CoffsHarbour,17.8,24.8,0,4.2,11,NNE,54,N,NNE,22,37,64,69,1017.9,1015.2,3,4,22.9,22.9,No,0,No
10/31/2010,CoffsHarbour,19.1,24.5,0,6,7.4,NNE,52,N,NNE,22,39,68,62,1016.1,1013.4,7,7,21.2,23.1,No,0,No
11/01/2010,CoffsHarbour,18.9,22.2,0,5.6,0.3,NNE,41,N,NNE,17,26,72,71,1015.1,1011.2,8,8,21.3,21.8,No,2.6,Yes
11/02/2010,CoffsHarbour,14.3,22.1,2.6,1.8,12.4,N,24,SSW,E,11,15,52,42,1013,1011.9,1,1,19.6,21.8,Yes,0,No
11/03/2010,CoffsHarbour,9.6,22.6,0,4.4,11.3,E,24,SW,E,13,19,40,44,1018.8,1016.7,1,1,20.6,21.5,No,0,No
11/04/2010,CoffsHarbour,14.8,22.6,0,7.6,4.8,NE,41,WSW,NE,13,26,94,75,1016.9,1015.9,8,8,15.2,20.2,No,15.8,Yes
11/05/2010,CoffsHarbour,15.2,21,15.8,5.2,0.9,S,67,SW,WSW,15,20,90,91,1018,1015.8,7,7,16.6,16.4,Yes,73.8,Yes
11/06/2010,CoffsHarbour,15.4,18.3,73.8,nan,0,SSE,43,S,S,17,28,89,94,1020,1019.1,8,8,16.1,16.8,Yes,30.8,Yes
11/07/2010,CoffsHarbour,12.4,23.2,30.8,6.4,9.5,NE,39,SW,NE,9,30,75,68,1021.3,1018.6,7,1,18.3,22.2,Yes,0,No
11/08/2010,CoffsHarbour,17.8,26.6,0,3.6,9.5,NNE,57,N,NNE,24,39,63,71,1021.1,1019.4,7,7,23.2,23.6,No,0,No
11/09/2010,CoffsHarbour,17.8,25,0,6.4,8.3,NE,43,NE,NE,15,28,70,72,1025.6,1024.2,2,6,23.5,23.4,No,0,No
11/10/2010,CoffsHarbour,17.4,25.4,0,4.4,11.1,NNE,52,N,NNE,20,39,57,64,1024.6,1020.1,3,2,23.2,23.9,No,0,No
11/11/2010,CoffsHarbour,18.6,25,0,6.6,1.8,N,30,WNW,NNE,11,15,69,92,1017.7,1015.6,7,7,23.6,20.6,No,1.6,Yes
11/12/2010,CoffsHarbour,15.5,26.2,1.6,2.6,11.4,NNE,56,SSE,NNE,11,39,75,66,1015.7,1013.6,1,1,21.6,25.5,Yes,0,No
11/13/2010,CoffsHarbour,20.7,26.7,0,6.4,12,NNE,57,N,NNE,22,39,62,62,1019.6,1017.8,1,3,24.9,24,No,0,No
11/14/2010,CoffsHarbour,19.9,28,0,6.6,12.9,NE,57,NE,NNE,20,43,63,64,1020.1,1016.7,1,1,24.6,25.4,No,0,No
11/15/2010,CoffsHarbour,20.2,27.4,0,6.8,11.1,NNE,61,N,NNE,28,44,64,57,1015.3,1011.4,6,7,24.1,25.4,No,0,No
11/16/2010,CoffsHarbour,18.9,25.2,0,7.6,2.4,SSW,39,NE,N,9,11,77,92,1012.5,1010.1,7,8,21.8,21.2,No,50.2,Yes
11/17/2010,CoffsHarbour,17.4,20.6,50.2,5.8,0.3,SW,39,SW,SW,17,22,94,80,1014.1,1013.2,8,8,17.9,20.2,Yes,4.4,Yes
11/18/2010,CoffsHarbour,17.6,21.2,4.4,3.2,0,WSW,22,SW,SSW,9,6,95,90,1014.6,1013.1,8,8,18.7,19.6,Yes,11.6,Yes
11/19/2010,CoffsHarbour,17.7,23.3,11.6,2.8,3.3,SSW,50,S,SSW,15,35,85,81,1016.8,1019,6,8,21.1,19.8,Yes,4.4,Yes
11/20/2010,CoffsHarbour,15.8,23.4,4.4,3.8,3.6,SW,41,SW,SSE,24,20,89,57,1025.2,1023.7,8,6,17.1,22.5,Yes,0.4,No
11/21/2010,CoffsHarbour,13.4,23,0.4,2.4,5,ESE,22,SW,ESE,13,13,69,56,1024.3,1022.9,8,7,20,22.3,No,0.2,No
11/22/2010,CoffsHarbour,16.7,24.5,0.2,3.8,8.3,E,30,E,E,17,19,78,55,1024.3,1023.7,7,6,19.7,23.6,No,0,No
11/23/2010,CoffsHarbour,19.7,24.9,0,6.2,7.6,E,39,E,E,22,20,60,57,1026.5,1024.9,6,6,23.2,24,No,6.6,Yes
11/24/2010,CoffsHarbour,17.1,24.9,6.6,6,11.4,ENE,35,SSE,ENE,7,26,70,51,1026.2,1024.2,3,5,21.9,24.1,Yes,0,No
11/25/2010,CoffsHarbour,15.5,25.4,0,6.2,12.4,NE,41,NNE,NE,17,24,53,54,1023.3,1020.6,5,5,23.2,23.9,No,0,No
11/26/2010,CoffsHarbour,15.5,25.2,0,6,7.1,NE,46,NW,NNE,17,24,72,60,1020.1,1017.9,6,6,21.3,24.1,No,3.8,Yes
11/27/2010,CoffsHarbour,18.5,25.7,3.8,3.8,10.6,NE,48,NE,NE,19,33,63,55,1018.9,1015.5,3,1,24,24.8,Yes,0,No
11/28/2010,CoffsHarbour,17.5,25.9,0,8,5.6,NNE,52,N,NNE,28,31,58,57,1015.4,1011.9,7,7,23.3,23.6,No,0,No
11/29/2010,CoffsHarbour,17.1,26.7,0,4,nan,NE,41,N,NE,17,24,52,62,nan,1011,6,1,25.2,24.8,No,9,Yes
11/30/2010,CoffsHarbour,19.1,24.5,9,6.8,1.3,NE,37,SE,ENE,7,15,88,73,1014.6,1012.7,8,8,20.7,23,Yes,72.2,Yes
12/01/2010,CoffsHarbour,18.8,25.6,72.2,nan,2,NNE,48,N,NNE,17,28,95,78,1014.9,1014,7,7,20.8,23.1,Yes,105.4,Yes
12/02/2010,CoffsHarbour,19.6,24,105.4,nan,2.2,NE,33,NNE,NNE,15,17,86,87,1018,1016.9,7,7,21.5,22.6,Yes,3.4,Yes
12/03/2010,CoffsHarbour,18.7,25,3.4,0.2,1.7,NE,31,NE,NNE,15,22,70,72,1017.9,1015.6,7,8,23.9,23.6,Yes,1,No
12/04/2010,CoffsHarbour,19.2,25,1,4,0.4,NNE,41,NW,NE,6,30,86,86,1013.4,1011.1,8,8,21.1,22.1,No,4,Yes
12/05/2010,CoffsHarbour,19.4,23.4,4,2.6,0,NNE,22,E,ESE,11,11,94,93,1012.4,1011.3,8,8,19.8,20,Yes,7,Yes
12/06/2010,CoffsHarbour,17.4,25.8,7,1.6,9.6,ESE,28,S,SE,11,13,75,65,1013.6,1012.6,5,3,23.2,25.3,Yes,0.6,No
12/07/2010,CoffsHarbour,17.6,26.1,0.6,4.6,12.5,E,26,S,E,13,13,71,67,1016.1,1015.2,4,2,24.2,25.6,No,10.8,Yes
12/08/2010,CoffsHarbour,20.3,26.3,10.8,7,7.6,NE,44,NNE,NNE,24,30,95,75,1018.1,1015.9,7,5,22,25.8,Yes,0.6,No
12/09/2010,CoffsHarbour,21.8,29.1,0.6,5.6,11.6,NNE,63,N,NNE,28,44,65,70,1015.8,1012.5,3,1,25.8,26,No,0,No
12/10/2010,CoffsHarbour,21.6,33.2,0,7.2,8.2,N,50,NW,NE,20,26,69,64,1009.3,1006,6,7,27,28.8,No,7.6,Yes
12/11/2010,CoffsHarbour,21.7,25.3,7.6,5.6,0.3,SSW,26,SSW,SSW,6,13,88,83,1007,1005.7,7,8,24.4,22.6,Yes,8.8,Yes
12/12/2010,CoffsHarbour,20.6,27.1,8.8,0.8,11.3,N,30,SE,ENE,13,13,82,65,1006.6,1005.4,1,2,24.3,26.4,Yes,0,No
12/13/2010,CoffsHarbour,19.4,26.4,0,5,9.3,WSW,50,S,S,15,19,81,73,1011.4,1011.5,6,6,23.5,24.8,No,26.8,Yes
12/14/2010,CoffsHarbour,19.8,26.3,26.8,5.8,7.1,SW,35,SW,S,22,19,74,76,1013.7,1012,5,5,24.1,25.5,Yes,11.8,Yes
12/15/2010,CoffsHarbour,18.5,26.9,11.8,6,12.8,NE,28,SSW,ENE,7,17,68,63,1010.7,1007.7,1,4,24.7,26.1,Yes,0,No
12/16/2010,CoffsHarbour,20.1,29.8,0,6.6,5.6,NW,35,WNW,SW,7,11,66,57,1005.8,1004.1,7,5,25.5,26.8,No,10,Yes
12/17/2010,CoffsHarbour,19.4,25.5,10,3,1.5,WNW,65,SSW,SSW,17,20,83,80,1005,1003.8,7,7,23.3,23.8,Yes,1,No
12/18/2010,CoffsHarbour,18,23.7,1,2.4,0.4,N,33,W,NNW,7,13,86,77,1005.6,1005.7,7,8,19.8,22.3,No,0.4,No
12/19/2010,CoffsHarbour,17.2,22.9,0.4,1,0,N,48,NNW,N,7,30,74,79,1006.1,1001.3,8,8,19.7,19.7,No,1.6,Yes
12/20/2010,CoffsHarbour,17,26.3,1.6,1.4,11.2,SW,63,WSW,WSW,11,41,44,15,999.4,1003.2,1,1,22.8,24.8,Yes,0,No
12/21/2010,CoffsHarbour,9.6,25,0,6.8,13,NE,37,WSW,NE,13,28,40,46,1012.1,1010.2,1,1,21.5,24.6,No,0,No
12/22/2010,CoffsHarbour,16.2,27,0,7.8,10,NE,33,E,ENE,11,17,59,49,1017.2,1017.7,6,7,24.9,25.8,No,5.2,Yes
12/23/2010,CoffsHarbour,18,23.2,5.2,4.6,0.8,WSW,24,WSW,S,15,9,93,85,1017.7,1017.4,8,8,20,22.4,Yes,19.4,Yes
12/24/2010,CoffsHarbour,19.9,24.7,19.4,0.6,0.1,SE,46,SSE,SSE,28,31,82,82,1021.1,1020.2,8,8,23.1,22.1,Yes,40.4,Yes
12/25/2010,CoffsHarbour,19.5,24.4,40.4,10,0,SW,31,SW,SSE,20,13,97,89,1016.7,1013.2,8,8,19.9,23.3,Yes,10.6,Yes
12/26/2010,CoffsHarbour,19.9,28.3,10.6,2.2,2.6,N,39,N,NNE,13,20,78,66,1008.4,1004.1,7,7,24.3,27.3,Yes,1.4,Yes
12/27/2010,CoffsHarbour,21.5,25.3,1.4,3.6,0,SSE,41,WSW,SSE,9,24,87,70,1002,1002.8,7,7,23.7,24.6,Yes,30.4,Yes
12/28/2010,CoffsHarbour,18.5,22.5,30.4,5.8,0,SSE,50,SW,SW,20,11,95,84,1016.2,1017.1,8,8,18.9,20.2,Yes,11,Yes
12/29/2010,CoffsHarbour,17.7,25.5,11,1.8,10.4,SE,24,WSW,SE,15,15,74,63,1018.4,1016.2,5,2,22.4,25.1,Yes,0,No
12/30/2010,CoffsHarbour,15.9,26.6,0,7.2,12.9,SE,24,NW,ESE,6,17,62,65,1016.8,1015.9,1,1,24.7,26,No,0,No
12/31/2010,CoffsHarbour,18.6,27.1,0,5.2,12.9,SE,22,SSE,ESE,7,15,67,63,1016.1,1015.8,3,1,25.7,26.1,No,0,No
01/01/2011,CoffsHarbour,17.8,27.1,0,6,13,NE,52,NNW,NE,6,31,58,66,1015.9,1013.3,2,1,25,26.6,No,0,No
01/02/2011,CoffsHarbour,23.5,30.9,0,7.2,11.6,NNE,57,NNW,NNE,20,41,69,72,1012.4,1009.6,2,3,27,27.4,No,0,No
01/03/2011,CoffsHarbour,22.2,27.6,0,3,6.3,SSW,46,SSW,S,15,20,82,77,1011.4,1009.2,7,6,25.4,26.9,No,0,No
01/04/2011,CoffsHarbour,22.7,27.3,0,6.6,6.7,NNE,50,SSW,S,30,31,63,64,1009.2,1008.3,6,7,25.2,26.4,No,0,No
01/05/2011,CoffsHarbour,19.2,25.8,0,5,1.3,SSW,48,ESE,ENE,9,20,65,71,1007.6,1004.5,7,7,23.9,25.1,No,102,Yes
01/06/2011,CoffsHarbour,18,20.8,102,nan,0.2,WSW,31,WSW,SW,13,17,97,94,1008.1,1008.2,8,8,19,19.3,Yes,44.4,Yes
01/07/2011,CoffsHarbour,18.4,26.6,44.4,1,5,NE,56,SW,E,7,17,95,65,1011.6,1010.5,8,6,20.1,26.1,Yes,5.6,Yes
01/08/2011,CoffsHarbour,20,26.8,5.6,3.4,4.8,E,33,SW,S,20,28,77,87,1011.1,1009.4,5,8,23.6,23.3,Yes,13,Yes
01/09/2011,CoffsHarbour,22.2,27.6,13,2,6,nan,nan,ESE,ESE,19,19,73,74,1011.4,1011,7,7,26.6,26.2,Yes,17.4,Yes
01/10/2011,CoffsHarbour,21.8,25.2,17.4,7,0.9,E,54,ESE,E,26,33,82,90,1011.8,1010.3,8,8,24.6,23.7,Yes,18.4,Yes
01/11/2011,CoffsHarbour,22.6,26.3,18.4,3.4,0,ENE,44,ENE,ENE,26,24,85,78,1011.8,1010.7,8,7,24.5,25.7,Yes,14.2,Yes
01/12/2011,CoffsHarbour,22.2,26.2,14.2,2.6,1.3,NE,48,NE,NE,19,22,95,96,1012.5,1012.1,8,8,22.6,23.3,Yes,9.8,Yes
01/13/2011,CoffsHarbour,21.1,27.1,9.8,2.4,7.1,ENE,31,NE,NNE,11,19,74,63,1015.2,1013.6,6,2,24.8,26.4,Yes,1.2,Yes
01/14/2011,CoffsHarbour,20.9,27,1.2,5.8,8.8,NE,35,NE,ENE,11,26,74,65,1013.2,1010.9,7,6,24,26,Yes,0,No
01/15/2011,CoffsHarbour,19.5,27.1,0,5.4,10.7,NE,35,N,NE,9,22,68,67,1009.9,1007.9,7,4,24.6,26,No,0,No
01/16/2011,CoffsHarbour,17.2,27,0,5.4,11.4,SSE,26,SW,SSE,13,17,71,67,1009.2,1006.8,1,1,24.4,26.3,No,0,No
01/17/2011,CoffsHarbour,17.4,27.3,0,6.8,13,NNE,31,NW,NE,9,17,61,64,1004.4,1001.7,1,1,24.7,26.5,No,0,No
01/18/2011,CoffsHarbour,21.4,26.8,0,5.6,2.9,SW,35,S,E,20,13,78,70,1005.4,1005.4,7,8,25.1,25.9,No,0.2,No
01/19/2011,CoffsHarbour,21,28.5,0.2,1.4,4.5,S,59,N,NNE,9,17,75,91,1008.3,1007.9,3,7,25.9,23.9,No,25.4,Yes
01/20/2011,CoffsHarbour,19.8,26,25.4,7.8,8.2,ESE,41,E,S,28,15,78,68,1011.6,1011.4,7,5,22.5,25.1,Yes,0.8,No
01/21/2011,CoffsHarbour,18.9,27,0.8,4,8.7,S,30,SW,ESE,19,17,71,62,1014.2,1013.2,4,5,23.9,26.3,No,0.2,No
01/22/2011,CoffsHarbour,16.4,27.6,0.2,5.4,7.5,S,35,SSW,S,11,20,87,65,1015.1,1014.3,7,7,20.7,25.8,No,1.6,Yes
01/23/2011,CoffsHarbour,16.7,26.3,1.6,5.6,12,SW,28,WSW,ESE,20,17,65,53,1012.5,1010.9,7,1,22.9,25.8,Yes,0,No
01/24/2011,CoffsHarbour,16.6,28.7,0,6,9.3,NE,54,N,NE,15,37,61,59,1009.4,1006.3,1,6,24.2,26.9,No,0,No
01/25/2011,CoffsHarbour,19.9,29.1,0,5.2,12.9,NNE,57,N,NE,11,39,61,65,1008.8,1007.2,5,1,27.7,28.3,No,0,No
01/26/2011,CoffsHarbour,22.9,28.1,0,7.6,12.4,NE,56,NNE,NNE,24,39,70,66,1013.8,1012.7,0,1,26.1,27.5,No,0,No
01/27/2011,CoffsHarbour,22.6,30.2,0,7.8,9.9,NE,57,N,NE,24,43,66,63,1014.4,1011.2,2,2,26.3,27.1,No,0,No
01/28/2011,CoffsHarbour,22.3,26.7,0,6.4,3.1,SSW,50,SW,SSW,17,39,84,77,1015.2,1016.5,8,8,24.6,23.1,No,7.6,Yes
01/29/2011,CoffsHarbour,19.1,26.6,7.6,4,9.9,SSW,35,SSW,S,24,20,63,58,1020.2,1019.6,2,2,22.3,25.7,Yes,1.8,Yes
01/30/2011,CoffsHarbour,17.8,27.2,1.8,4.8,9.2,NE,35,SW,ENE,11,17,72,65,1021.2,1019,6,6,23.1,26.1,Yes,0,No
01/31/2011,CoffsHarbour,19.3,30,0,4.8,12.4,NNE,56,NNW,NE,15,39,64,63,1017.6,1014.4,0,0,25.7,27.8,No,0,No
02/01/2011,CoffsHarbour,23.4,32.2,0,5.2,12.9,NNE,61,NNW,NE,26,39,64,64,1016.1,1012.6,1,1,26.9,29.3,No,0,No
02/02/2011,CoffsHarbour,23.9,32.3,0,8.8,12.8,NE,61,N,NE,13,37,68,70,1015.8,1013.9,1,1,28.9,29.4,No,0,No
02/03/2011,CoffsHarbour,25.2,32.6,0,8.6,7.1,NE,50,N,NE,28,35,70,72,1015.8,1013.7,3,7,28.7,27.5,No,0,No
02/04/2011,CoffsHarbour,22.6,30.4,0,5,12.6,NNE,44,ESE,NE,9,26,72,65,1015,1013.4,2,1,28.9,29.7,No,0,No
02/05/2011,CoffsHarbour,24,32.5,0,7.4,12.7,NE,59,NNW,NE,24,43,67,66,1015,1012.3,1,1,28.5,29.3,No,0,No
02/06/2011,CoffsHarbour,24.3,33.7,0,6.2,12.4,SSW,67,N,NE,24,43,66,66,1015.6,1012.4,1,1,29.4,29.3,No,3.4,Yes
02/07/2011,CoffsHarbour,18.4,23.3,3.4,9.2,1.3,SW,54,SW,SW,30,22,81,71,1020.9,1019.2,7,8,19.6,21.9,Yes,1,No
02/08/2011,CoffsHarbour,18.1,22.5,1,3,0,SW,35,WSW,SW,17,15,82,79,1017.8,1017,8,8,19.3,21.7,No,0,No
02/09/2011,CoffsHarbour,18.5,24.8,0,2.4,3.3,S,44,SW,SSW,22,28,70,67,1021.6,1021.7,7,6,21.1,22.7,No,13,Yes
02/10/2011,CoffsHarbour,17.5,25.8,13,2.4,nan,WSW,31,WSW,S,22,7,94,71,1022.3,1020.3,7,6,19.4,24.1,Yes,5.2,Yes
02/11/2011,CoffsHarbour,17.9,28.7,5.2,3.8,nan,NE,46,NNW,NE,13,31,69,61,1018.6,1014.9,1,1,24.9,27.4,Yes,0,No
02/12/2011,CoffsHarbour,20.3,29.8,0,7.8,11.4,NE,43,NE,NE,9,33,65,61,1014.2,1012.1,2,1,26,28.2,No,0,No
02/13/2011,CoffsHarbour,23,27.9,0,5.4,3.4,SSW,33,SE,E,9,13,78,73,1015.4,1014.6,5,7,25.2,26,No,48,Yes
02/14/2011,CoffsHarbour,20.6,23.2,48,3,0.8,S,44,WSW,SSW,24,19,96,92,1018.3,1019.1,8,8,20.6,20.4,Yes,20.2,Yes
02/15/2011,CoffsHarbour,19.2,26.4,20.2,0,2.1,S,33,SW,S,19,24,93,65,1020.2,1019,7,7,21.3,25.7,Yes,3.6,Yes
02/16/2011,CoffsHarbour,18.8,27.2,3.6,3.4,5,ENE,35,SSW,SSE,11,9,92,80,1019.1,1016.4,8,7,21.8,24.8,Yes,0.4,No
02/17/2011,CoffsHarbour,20.5,28,0.4,4,8.6,NE,37,WNW,NE,7,26,83,68,1015.8,1013,7,1,23.3,27.4,No,0,No
02/18/2011,CoffsHarbour,20.3,28.6,0,4.6,11.8,NE,31,N,NE,7,20,70,65,1014.1,1012.8,7,1,26.2,27.8,No,0,No
02/19/2011,CoffsHarbour,20.3,29.9,0,5.8,9.2,NNE,48,NE,NNE,13,35,85,68,1013.8,1010.4,6,1,24.4,28.1,No,0,No
02/20/2011,CoffsHarbour,22,32.5,0,5.2,11.5,NE,35,SE,NE,7,22,63,68,1008.5,1005.8,1,1,28.6,31.2,No,8.8,Yes
02/21/2011,CoffsHarbour,23.4,26.2,8.8,6.2,1.3,SSE,56,WSW,S,15,28,88,76,1009,1009.1,6,7,25.2,25.8,Yes,18.8,Yes
02/22/2011,CoffsHarbour,18.7,23.7,18.8,6,1.9,SSW,59,SW,SSW,24,41,89,65,1017.9,1018.5,8,8,18.9,21.9,Yes,1.6,Yes
02/23/2011,CoffsHarbour,16.4,24.3,1.6,3.4,8,S,57,SW,SW,24,30,74,64,1019.7,1018.5,6,6,19.7,23.5,Yes,1,No
02/24/2011,CoffsHarbour,17.9,25.9,1,3.6,10.3,SW,37,WSW,S,19,22,65,57,1018.4,1016.1,7,1,20.9,24.9,No,0,No
02/25/2011,CoffsHarbour,16.2,27.2,0,5.2,11.3,NE,28,ESE,E,2,19,70,60,1014.5,1012.9,1,1,23.2,25.9,No,0,No
02/26/2011,CoffsHarbour,19.9,29.5,0,5.8,5.9,NNE,37,WSW,NNE,19,28,78,64,1014.1,1010.6,8,6,22.3,27.1,No,0,No
02/27/2011,CoffsHarbour,19.8,31.7,0,3.8,8.7,NNE,50,NNW,NE,11,33,67,65,1011.3,1008.2,5,2,24.9,28.8,No,0.8,No
02/28/2011,CoffsHarbour,22.1,29.9,0.8,1.8,8.3,NW,41,N,NE,9,22,77,74,1010.6,1007.8,7,2,25.1,27.7,No,4.6,Yes
03/01/2011,CoffsHarbour,21.2,32.4,4.6,4.2,8.4,SSW,98,N,NE,24,30,79,67,1007.6,1005,4,4,24.3,30.5,Yes,9.4,Yes
03/02/2011,CoffsHarbour,20.1,27.3,9.4,6.2,5,WSW,39,WSW,SW,20,20,82,82,1014,1012.5,7,7,24.2,24.7,Yes,3.6,Yes
03/03/2011,CoffsHarbour,20.4,25.8,3.6,3.8,0.4,SW,28,WNW,ENE,7,6,88,85,1010.7,1008.4,7,8,22,24.7,Yes,2.6,Yes
03/04/2011,CoffsHarbour,20.3,26,2.6,1.6,0,SSW,30,WSW,S,6,11,90,78,1010.5,1009,8,8,22.4,25.3,Yes,24.8,Yes
03/05/2011,CoffsHarbour,20.4,22.3,24.8,2.6,0.1,S,70,SE,SSE,22,31,95,80,1016.9,1018.7,8,7,20.8,21.1,Yes,63.8,Yes
03/06/2011,CoffsHarbour,17.3,24.3,63.8,2,0.5,ESE,48,SW,ESE,20,26,75,54,1023.9,1023.5,7,7,18.4,21.6,Yes,16.2,Yes
03/07/2011,CoffsHarbour,16.4,24.8,16.2,3.4,6.5,SW,31,WSW,SE,13,19,85,56,1022.8,1020.7,7,4,19.1,23.8,Yes,9.4,Yes
03/08/2011,CoffsHarbour,17.9,25.2,9.4,2.2,8.4,NE,33,SW,NE,11,24,87,68,1019.8,1018,7,7,21.1,24.2,Yes,0,No
03/09/2011,CoffsHarbour,18.6,26.6,0,3.8,6.4,NNE,37,NW,NE,13,24,68,59,1018,1015.3,7,7,22.6,25.5,No,0,No
03/10/2011,CoffsHarbour,18.3,28.8,0,4.6,7.6,NNE,44,N,NE,11,31,69,60,1015.1,1012.5,5,6,22.9,27,No,0,No
03/11/2011,CoffsHarbour,19.1,28.6,0,5.4,7.7,NNE,50,NNE,NNE,22,35,73,65,1015.8,1015.1,6,5,24.1,26.2,No,0.8,No
03/12/2011,CoffsHarbour,19.7,27.6,0.8,4,3.9,NNE,41,NW,N,13,24,80,76,1020.6,1020.5,6,6,23.9,23.6,No,0.2,No
03/13/2011,CoffsHarbour,18.9,27.5,0.2,2.6,10.4,NNE,33,SW,E,4,17,78,64,1022.8,1020.5,4,2,23,26.7,No,0,No
03/14/2011,CoffsHarbour,20,27.3,0,5,11.2,NE,46,N,NNE,13,33,69,67,1020.7,1017.6,1,1,25.1,26.2,No,0,No
03/15/2011,CoffsHarbour,19.2,27,0,5.6,9.7,ESE,22,nan,ESE,0,15,72,65,1019.5,1017.6,1,4,24.3,26.5,No,0,No
03/16/2011,CoffsHarbour,19.7,27.9,0,4.6,7.2,NE,22,NNW,ENE,11,13,76,69,1016.9,1015,6,7,23.7,26.8,No,0,No
03/17/2011,CoffsHarbour,20.2,27.1,0,2.8,5,ESE,46,nan,NE,0,19,81,80,1018.1,1015.6,7,8,24,24.9,No,1.6,Yes
03/18/2011,CoffsHarbour,19.1,26.4,1.6,2.6,4,SSE,24,WNW,S,4,17,87,77,1013.7,1011.5,7,7,22.1,25.2,Yes,0.8,No
03/19/2011,CoffsHarbour,20.2,23.4,0.8,2.6,0.9,WSW,24,WSW,WSW,15,9,82,87,1013,1010.3,7,7,22.3,22.7,No,2.6,Yes
03/20/2011,CoffsHarbour,19,25.5,2.6,1.4,1.2,SSE,26,SW,SE,9,11,87,81,1009.9,1007.6,7,8,21.6,22.9,Yes,3.2,Yes
03/21/2011,CoffsHarbour,20.4,26.4,3.2,3,6.6,S,26,SW,SSE,13,15,86,82,1006.3,1003.4,6,7,22.7,25.9,Yes,0,No
03/22/2011,CoffsHarbour,21.4,29.6,0,3.4,7.9,NNE,24,nan,ESE,0,11,79,66,1001.4,999.8,1,5,25.8,28.2,No,1.4,Yes
03/23/2011,CoffsHarbour,18.5,29.5,1.4,4,5.2,WNW,20,NNW,ENE,7,13,80,56,1004.1,1002.1,7,7,22.5,26.9,Yes,0,No
03/24/2011,CoffsHarbour,15.2,27.3,0,3.2,11.2,E,30,nan,ENE,0,20,62,40,1007.8,1005.3,0,1,23.4,26.6,No,0,No
03/25/2011,CoffsHarbour,13.8,26,0,5.6,11.2,ENE,30,nan,NE,0,15,61,46,1009.4,1007.9,0,1,21.5,25.4,No,0,No
03/26/2011,CoffsHarbour,16.8,26.5,0,5,11.1,S,54,SW,S,28,33,57,53,1015.9,1015.2,1,3,21.5,25.8,No,0,No
03/27/2011,CoffsHarbour,18.5,24.7,0,7.8,7.5,SW,48,SW,SSW,28,30,61,57,1022,1021.4,3,6,21.2,22.5,No,2,Yes
03/28/2011,CoffsHarbour,17.3,25.1,2,6,8.2,SSW,33,WSW,S,15,22,86,65,1024.6,1023,7,2,18.4,24.2,Yes,5.6,Yes
03/29/2011,CoffsHarbour,18.2,25.6,5.6,2.6,6.7,nan,nan,SW,E,15,22,92,63,1024.7,1022.1,6,6,19.9,24,Yes,15.6,Yes
03/30/2011,CoffsHarbour,18,26.3,15.6,3,7.4,ENE,28,W,ENE,6,20,89,62,1021.2,1017.7,6,1,20.4,25.4,Yes,0.2,No
03/31/2011,CoffsHarbour,15.5,26.5,0.2,4,8.7,SW,43,nan,SSE,0,22,76,68,1019.6,1019,1,3,20.9,26.1,No,2.6,Yes
05/01/2011,CoffsHarbour,15.4,23.4,2.6,3,8.1,SW,48,SW,SW,28,15,59,64,1015.4,1012.8,1,4,19.1,21.3,Yes,0,No
05/02/2011,CoffsHarbour,12.8,22.6,0,2.4,6.5,SW,30,SW,S,15,17,58,60,1014.9,1013,7,7,20.5,21.4,No,0,No
05/03/2011,CoffsHarbour,12.3,22.2,0,2.6,7.6,SE,19,NW,SSE,4,9,63,64,1014.1,1011.7,1,6,20.9,20.5,No,17.8,Yes
05/04/2011,CoffsHarbour,14.7,23.5,17.8,2.8,9.5,SW,48,WSW,S,11,26,87,57,1013.9,1011.7,3,3,17.7,21.6,Yes,0,No
